Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
SD NEGERI SUNANGIRI,20227571,SD,Negeri,Jl. Pojok Angkasa,Ciburuy,Padalarang,-6.828700000000,107.455900000000,83,106,189,8,2
SD NEGERI SURAMANGGALA,20206005,SD,Negeri,Kp. Suramanggala RT.01 RW.01,Baranangsiang,Cipongkor,-6.919400000000,107.365100000000,69,52,121,6,2
SD NEGERI TAGOG,20206003,SD,Negeri,Kp Tagog RT.01 RW.03,Mandalawangi,Cipatat,-6.837900000000,107.326700000000,39,33,72,8,2
SD NEGERI TALUN,20205995,SD,Negeri,Kp.Talun RT.01 RW.08,Ciptaharja,Cipatat,-6.849300000000,107.367800000000,145,127,272,10,4
SD NEGERI TAMANJAYA,20205863,SD,Negeri,Kp. Tamanjaya RT.02 RW.20,Sirnajaya,Gununghalu,-7.019400000000,107.293200000000,123,134,257,8,3
SD NEGERI TAMANSARI,20205861,SD,Negeri,Kp. Pamoyanan RT.1 RW.5,Sukaresmi,Rongga,-6.952000000000,107.282000000000,96,73,169,8,1
SD NEGERI TANGKIL,20205878,SD,Negeri,Kp. Cinegla,Mekarjaya,Cikalongwetan,-6.785891000000,107.457067000000,127,125,252,7,1
SD NEGERI TANGKIL,20205879,SD,Negeri,Kp. Tangkil RT. 02 RW.11,Sukasari,Gununghalu,-7.001000000000,107.250300000000,82,73,155,8,2
SD NEGERI TANGSI JAYA,20205877,SD,Negeri,Kp. Tangsi RT. 01 RW.20,Gununghalu,Gununghalu,-7.035200000000,107.203200000000,44,30,74,7,1
SD NEGERI TANJUNGJAYA,20228181,SD,Negeri,Kp.Rancaeceng RT 001 RW 015,Mekarjaya,Cihampelas,-6.910800000000,107.430400000000,112,92,204,4,4
SD NEGERI TANJUNGWANGI,20205842,SD,Negeri,Kp.pojok No.12,Tanjungwangi,Cihampelas,-6.957300000000,107.495300000000,137,117,254,8,3
SD NEGERI TEGALLAJA,20205855,SD,Negeri,Kp. Tegallaja RT.03 RW.06,Sukatani,Ngamprah,-6.833600000000,107.490500000000,123,121,244,11,2
SD NEGERI TEGALMANDOR,20205854,SD,Negeri,Kp. Tegalmandor RT.01 RW.01,Puteran,Cikalongwetan,-6.715600000000,107.406200000000,60,73,133,6,2
SD NEGERI TERANG,20205914,SD,Negeri,KP. PATROL,Pataruman,Cihampelas,-6.951100000000,107.521800000000,106,88,194,7,4
SD NEGERI TIPAR,20205912,SD,Negeri,Kp. Tipar Barat Rt. 06 Rw. 02,Laksanamekar,Padalarang,-6.875400000000,107.509300000000,103,98,201,10,2
SD NEGERI TIRTAJAYA,20205911,SD,Negeri,Kp. Jl.Cagak Citapen,Citapen,Cihampelas,-6.938500000000,107.496400000000,317,332,649,21,4
SD NEGERI TONJONG,20205930,SD,Negeri,Kp. Tonjong,Cibitung,Rongga,-6.927400000000,107.319300000000,231,209,440,14,3
SD NEGERI TRESNABUDI,20205927,SD,Negeri,Kp. Cikawung RT.03 RW.06,Sindangjaya,Gununghalu,-7.015800000000,107.235600000000,41,41,82,7,3
SD NEGERI TRESNARAJA,20205926,SD,Negeri,Kp. Ciraja RT.03 RW.04,Mandalasari,Cikalongwetan,-6.766600000000,107.452600000000,195,171,366,16,2
SD NEGERI TUGU,20205923,SD,Negeri,Jl. Terusan Sersan Bajuri RT.03 RW.07,Cihideung,Parongpong,-6.831400000000,107.595900000000,54,41,95,5,1
SD NEGERI TUGUMUKTI,20205921,SD,Negeri,Kp. Tugumukti  RT.02 RW.07,Tugumukti,Cisarua,-6.807700000000,107.549600000000,100,99,199,8,1
SD NEGERI TUGURAHAYU,20205922,SD,Negeri,Kp. Tugu II   RT.01 RW.06,Tugumukti,Cisarua,-6.808200000000,107.545400000000,98,88,186,7,1
SD NEGERI TUTUGAN RAHAYU,20205907,SD,Negeri,"Jl. Cihanjuang, Kp. Tutugan RT 01 RW 06",Cihanjuang Rahayu,Parongpong,-6.830900000000,107.575000000000,98,86,184,5,3
SD NEGERI WALAHIR,20205891,SD,Negeri,Kmp. Walahir,Kidangpananjung,Cililin,-6.976435900000,107.486416100000,100,119,219,7,3
SD NEGERI WANGUNSARI,20205902,SD,Negeri,Kp. Puncakjambu,Wangunsari,Sindangkerta,-7.029300000000,107.413500000000,28,36,64,6,0
SD NEGERI WARUNG AWI,20206178,SD,Negeri,Jl. Raya Purwakarta No.302  RT.01 RW.07,Bojongkoneng,Ngamprah,-6.820800000000,107.478100000000,143,127,270,10,2
SD NEGERI WARUNGTILU,20206160,SD,Negeri,Kp. Cigagak RT.04 RW.05,Baranangsiang,Cipongkor,-6.906900000000,107.361600000000,137,128,265,8,1
SD NEGERI WINAYAMUKTI,20206157,SD,Negeri,Kp. Dano RT.02 RW.17,Tamanjaya,Gununghalu,-7.006600000000,107.317500000000,47,48,95,7,3
SD NEGERI YUDHA BHAKTI,20206174,SD,Negeri,Jl. Sekip RT.03 RW.08,Cipatat,Cipatat,-6.828100000000,107.383500000000,83,65,148,7,4
SD NEO MAHARDIKA,69965702,SD,Swasta,Jl. Pasirgede Kp. Purabaya,Jayamekar,Padalarang,-6.847181000000,107.471628000000,59,55,114,10,2
SD PELITA INDONESIA,69968417,SD,Swasta,JL RAYA LEMBANG NO.194,Gudangkahuripan,Lembang,-6.826828000000,107.603375000000,46,55,101,6,4
SD PLUS DAARUL HIKMAH,20267605,SD,Swasta,Kp. Balakasap,Pataruman,Cihampelas,-6.939100000000,107.518000000000,109,86,195,9,1
SD PLUS SALI AL-AITAAM,70053277,SD,Swasta,Jl. Cipulus B. 24,Ngamprah,Ngamprah,-6.831400000000,107.504000000000,17,8,25,2,3
SD ROUDLOTUL ULUM,70031197,SD,Swasta,Kp. Cisasawi Rt.001 Rw.006,Cihanjuang,Parongpong,.000000000000,.000000000000,20,11,31,5,1
SD S SUMUR BANDUNG,20228191,SD,Swasta,Jl. Raya Cililin Utara No. 73,Cililin,Cililin,-6.947500000000,107.457800000000,129,141,270,13,1
SD SAQU MUTIARA BANDUNG,70011957,SD,Swasta,Jl. Cigugurgirang No 15 RT/RW 001/011,Cigugur Girang,Parongpong,.000000000000,.000000000000,91,66,157,8,1
SD SHAUN ALDRICH VINO VICO,70031206,SD,Swasta,Kp. Parongpong Rt.005 Rw.011,Karyawangi,Parongpong,-6.805600000000,107.582800000000,60,54,114,10,1
SD TAHFIZH QURAN MQ,70025848,SD,Swasta,Jl. Maribaya Timur No129 Rt.04 Rw.14,Cibodas,Lembang,-6.822500000000,107.682000000000,45,25,70,6,4
SD TERPADU NIAGARA,20228193,SD,Swasta,Puri Cipageran Indah 2 D211-15A  RT.01 RW.22,Tanimulya,Ngamprah,-6.858000000000,107.530500000000,46,60,106,9,3
SD UNGGULAN AL AMIN,20228184,SD,Swasta,Jl. Somawinata No.04   RT.03 RW.07,Tanimulya,Ngamprah,-6.860500000000,107.524700000000,142,123,265,16,7
SD UNGGULAN NASYWA,60730352,SD,Swasta,Jl. Lembah Permai  RT.01 RW.05,Sariwangi,Parongpong,-6.867200000000,107.565300000000,38,33,71,8,3
SD ZIYAADATUL KHAIR YAINI ISLAMIC SCHOOL,70041405,SD,Swasta,Jl. H Dasuki No. 7 RT. 001 RW. 022,Kertamulya,Padalarang,6.847800000000,107.483600000000,41,42,83,6,1
SDI DAAR AL IMAN,69971326,SD,Swasta,KOMP. PUSPA REGENSI BLOK D NO.27,Batujajar Timur,Batujajar,-6.908573000000,107.514421000000,126,121,247,14,2
SDIT AL AMIIN ISLAMIC SCHOOL,70063918,SD,Swasta,"Perumahan Bumi Citra Indah 2, Ruko Blok Flaminggo 2 Blok F No. 15 RT. 008 RW. 01",,Cihampelas,.000000000000,.000000000000,0,0,0,2,1
SDIT AL FATH,69990124,SD,Swasta,JL. GALANGGANG RT 03 RW 18,Galanggang,Batujajar,-6.915500000000,107.486500000000,220,209,429,18,5
SDIT AL MUNAWAR BANDUNG BARAT,70054910,SD,Swasta,Kp. Ciluncat RT. 001 RW. 010,Cimerang,Padalarang,-6.881500000000,107.487700000000,11,16,27,6,1
SDIT AL-KAROMAH,70038143,SD,Swasta,Kp. Manapa RT.01 RW.04,Karangtanjung,Cililin,-6.947100000000,107.467000000000,53,53,106,6,2
SDIT ANAK KREATIF,69971325,SD,Swasta,Jl. Raya Batujajar No.138 RT.02 RW.12,Giriasih,Batujajar,-6.906300000000,107.502500000000,205,166,371,24,6
SDIT ARROHMAH CITAPEN,70062171,SD,Swasta,Jl. Azalea Raya No. 2 RT. 008 RW. 012,Citapen,Cihampelas,.000000000000,.000000000000,0,0,0,7,1
SDIT AT-TAQWA PANGAUBAN,70043350,SD,Swasta,Kp. Pangauban RT.01 RW.05,Pangauban,Batujajar,.000000000000,.000000000000,53,51,104,10,5
SDIT CAHAYA ILMU,70047314,SD,Swasta,Jl. Purwakarta No. 196,Mandalamukti,Cikalongwetan,.000000000000,.000000000000,35,29,64,8,4
SDIT CAHAYA QURANI,70037541,SD,Swasta,KP BABAKAN TAROGONG RT 001 RW 006,Citapen,Cihampelas,-6.937700000000,107.492100000000,167,139,306,19,5
SDIT DARUL IHSAN,70061590,SD,Swasta,Kp. Cibodas Hilir RT. 004 RW. 011,Cilame,Ngamprah,-6.840800000000,107.524900000000,0,0,0,4,1
SDIT FITHRAH INSANI 5,70002354,SD,Swasta,Jl. H. Ghopur No.75 Tanimulya,Tanimulya,Ngamprah,-6.861000000000,107.523800000000,362,361,723,44,6
SDIT FITHRAH INSANI 6,70032917,SD,Swasta,Jl. G.A Manulang Kp. Purabaya 41 RT 005 RW 006,Jayamekar,Padalarang,.000000000000,.000000000000,288,215,503,24,10
SDIT FITHRAH INSANI 8,70061939,SD,Swasta,Jl. Nasional III Mandalawangi No. 04 RT. 03 RW. 09,Mandalasari,Cipatat,.000000000000,.000000000000,0,0,0,0,1
SDIT HIDAYATUL ULUM,70046009,SD,Swasta,Kp. Cibihbul RT.03 RW.11,Gunungmasigit,Cipatat,.000000000000,.000000000000,37,31,68,10,2
SDIT IBNU KHALDUN,20279851,SD,Swasta,Jl. Buni Asih Rt 03 Rw 10,Langensari,Lembang,-6.826600000000,107.638600000000,375,331,706,38,4
SDIT IMAM AHMAD,70055566,SD,Swasta,Jl. Kebonhui RT. 001 RW. 003,Cigugur Girang,Parongpong,.000000000000,.000000000000,0,0,0,5,3
SDIT INSANTAMA BANDUNG,70062172,SD,Swasta,Jl. Terusan Sersan Bajuri No. 54 RT. 002,Cihideung,Parongpong,.000000000000,.000000000000,0,0,0,1,1
SDIT ISTIQOMAH,20271387,SD,Swasta,JL. KAYU AMBON NO. 36 LEMBANG,Lembang,Lembang,-6.818400000000,107.623400000000,167,144,311,14,4
SDIT MAHABBAH IBNU HAMDAN,70042703,SD,Swasta,Kp. Saar Hilir,Karangtanjung,Cililin,-6.935800000000,107.466800000000,32,25,57,8,2
SDIT MUTIARA DARUL QURAN,70041048,SD,Swasta,Kp. Cijamil Rt. 002 Rw. 015,Cilame,Ngamprah,-6.833800000000,107.523100000000,64,53,117,8,4
SDIT NURUS SIROJ,70061694,SD,Swasta,Kp. Tugu VI RT.002 RW.004,Tugumukti,Cisarua,.000000000000,.000000000000,0,0,0,null,null
SDIT SAINS,70011955,SD,Swasta,Jl. H Ghofur RT. 03 RW. 10,Cilame,Ngamprah,-6.839555300000,107.531893300000,145,150,295,14,3
SDIT TAZKIYA,70041033,SD,Swasta,Jl.Somawinata No.30,Tanimulya,Ngamprah,-6.858100000000,107.531100000000,94,90,184,13,6
SDK BPK PENABUR,69969076,SD,Swasta,Jl. Parahyangan Kav.10C,Kertajaya,Padalarang,-6.841907000000,107.498934000000,93,75,168,14,3
SDS AT-TAQWA,20228196,SD,Swasta,Jl. Pajagalan,Mekarmukti,Cihampelas,-6.928900000000,107.480300000000,44,29,73,0,1
SEKOLAH DASAR DARUL HADIS LEMBANG,70047316,SD,Swasta,Kp. Pondok RT. 02 RW. 03,Cikole,Lembang,.000000000000,.000000000000,57,69,126,7,2
SEKOLAH DASAR ISLAM KAMPUNG BERKAH INDONESIA,70054084,SD,Swasta,Jl. Cikandang RT. 002 RW. 008,Cimareme,Ngamprah,.000000000000,.000000000000,36,22,58,4,1
SINAR SARI,69836380,SPS,Swasta,KP. CIASMAN RT. 02 / 21,Mandalasari,Cikalongwetan,-5.443757000000,114.421127000000,6,8,14,2,0
SINAR UTAMI,69836377,SPS,Swasta,KP. CISELA RT. 03 / 10,Kanangasari,Cikalongwetan,-6.761200000000,107.395100000000,14,16,30,4,0
SMP 45 CIPONGKOR,70042455,SMP,Swasta,Jl. Sirnagalih No. 45,Sirnagalih,Cipongkor,.000000000000,.000000000000,35,33,68,6,3
SMP ADVENT PARONGPONG,20252580,SMP,Swasta,"Jl. Kol.masturi Km 6,5",Cihanjuang Rahayu,Parongpong,-6.816400000000,107.603800000000,20,21,41,3,1
SMP AL -FATAH GUNUNG HALU,20252480,SMP,Swasta,Komplek Pesantren Al-Fatah Rt. 05 Rw. 03,Gununghalu,Gununghalu,-7.030300000000,107.314300000000,255,264,519,23,2
SMP AL AZHAR SYIFA BUDI PARAHYANGAN,20257356,SMP,Swasta,Jl. Raya Cimareme No. 340,Cimareme,Ngamprah,-6.859100000000,107.500200000000,142,168,310,21,2
SMP AL BAROKAH SINDANGKERTA,69950749,SMP,Swasta,KP. PASIRNANGKA RT.04 RW.04,Cikadu,Sindangkerta,-7.003300000000,107.406600000000,31,14,45,9,2
SMP AL FAJRI BATUJAJAR,70036465,SMP,Swasta,Jl. Seketando RT 002 RW 013,Cangkorah,Batujajar,.000000000000,.000000000000,24,48,72,7,1
SMP AL FATIH,69968418,SMP,Swasta,JL. DAGO GIRI NO.37,Mekarwangi,Lembang,-6.853700000000,107.624000000000,42,0,42,9,3
SMP AL HIKMAH CIPATAT,20227622,SMP,Swasta,"Jl. Raya Gunungmasigit Km 24,5 Rt.01/XI",Gunungmasigit,Cipatat,-6.831500000000,107.432900000000,39,25,64,7,1
SMP AL IJAZIE,70054196,SMP,Swasta,Kp. Dawuan RT. 004 RW. 005,Cijenuk,Cipongkor,.002600000000,.000400000000,22,15,37,8,4
SMP AL-KAHFI BOARDING SCHOOL,70039261,SMP,Swasta,Kp. Gunung Batu RT. 001 RW. 006,Ciptaharja,Cipatat,-6.857300000000,107.398300000000,35,30,65,6,0
SMP AL-MAHMUD,20227623,SMP,Swasta,Kp. Gombong,Budiharja,Cililin,-6.944500000000,107.445600000000,89,81,170,14,4
SMP AN NAJA BOARDING SCHOOL,69933399,SMP,Swasta,KOMP. PONDOK PESANTREN SABIILUNNAJA RT.01 RW.11,Cipeundeuy,Cipeundeuy,-6.740300000000,107.361400000000,106,131,237,13,4
SMP ASYIFA 44 CIKALONGWETAN,69851862,SMP,Swasta,JL. CILEULEUY CIPADA CIKALONGWETAN,Cipada,Cikalongwetan,-6.777622000000,107.512730000000,44,38,82,5,1
SMP BANDUNG BARAT FOUNDATION-1,70048129,SMP,Swasta,Kp. Sindang Mekar RT.01 RW.11,Sumurbandung,Cipatat,.000000000000,.000000000000,38,18,56,5,1
SMP BERASRAMA DARUL HIKAM,70042457,SMP,Swasta,Jl. Dago Giri No. 5 RT. 008 RW. 009,Pagerwangi,Lembang,.000000000000,.000000000000,49,32,81,6,2
SMP BHAKTI MULYA,20206216,SMP,Swasta,Jl. Bhakti Mulya Blok Babakan Sari,Batujajar Barat,Batujajar,-6.918300000000,107.494700000000,206,203,409,24,4
SMP BINA KARYA NGAMPRAH,20252485,SMP,Swasta,Jl. Kp.  Pangkalan RT 01 RW 08,Cimanggu,Ngamprah,-6.815200000000,107.513200000000,62,36,98,9,3
SMP BINA MULIA MANDIRI,69987922,SMP,Swasta,Jl. Raya Permata Blok P8 No.19 RT.08 RW.05,Tanimulya,Ngamprah,-6.857983200000,107.525087300000,9,9,18,4,0
SMP BINGKAI CENDIKIA CILILIN,69973545,SMP,Swasta,KP. GEMBONG RT.04 RW.12,Rancapanggung,Cililin,-7.002892000000,107.435819000000,144,121,265,30,5
SMP BOARDING BINA MULYA,70002329,SMP,Swasta,Jl. Agronomi Kv.3 RT.01 RW.03,Tanimulya,Ngamprah,-6.863200000000,107.525300000000,61,52,113,11,2
SMP BOARDING SCHOOL AL-HASANAH,70011631,SMP,Swasta,KP. KARANGANYAR RT 04 RW 06,Mandalamukti,Cikalongwetan,-.000100000000,.000000000000,94,80,174,13,2
SMP BUDI BAKTI UTAMA,20252879,SMP,Swasta,Jl. Raya Ciburuy - Padalarang,Ciburuy,Padalarang,-6.833700000000,107.470900000000,213,163,376,24,6
SMP DAARUL ILMI CIPEUNDEUY,20252488,SMP,Swasta,Kp. Ciwaru RT.04 RW.09,Bojongmekar,Cipeundeuy,-6.769600000000,107.360300000000,25,15,40,11,0
SMP DAARUT TAUHIID BOARDING SCHOOL,69959505,SMP,Swasta,Jl. Cigugur Girang No.33 Kp. Pangsor,Cigugur Girang,Parongpong,-6.836700000000,107.584000000000,380,0,380,29,14
SMP DAMIAN SCHOOL,69982084,SMP,Swasta,Jl. Gurugantangan Kav 01 Blok A Kota Baru Parahyangan,Cipeundeuy,Padalarang,-6.872608000000,107.470167000000,16,16,32,4,2
SMP DARUL FALAH,20227651,SMP,Swasta,Jl. Raya Cihampelas No. 45,Cihampelas,Cihampelas,-6.926200000000,107.479300000000,471,485,956,42,5
SMP DARUL FALAH 2,69851419,SMP,Swasta,JL. RAYA CIHAMPELAS-CILILIN NO. 99,Cihampelas,Cihampelas,-6.926100000000,107.479400000000,112,91,203,13,1
SMP DARUL HADIS LEMBANG,70061812,SMP,Swasta,Kp. Pondok No. 17 RT. 002 RW. 003,Cikole,Lembang,.000000000000,.000000000000,0,0,0,1,0
SMP DARUL HIKAM INTERNASIONAL,69831524,SMP,Swasta,JL. MARIBAYA NO.89 RT.03 RW.01,Kayuambon,Lembang,-6.824326000000,107.626531000000,34,42,76,7,2
SMP DARUL HIKMAH,20252582,SMP,Swasta,Jln Sariwangi No. 81,Sariwangi,Parongpong,-6.868189700000,107.569305400000,146,118,264,17,4
SMP DARUN NASYA,69786658,SMP,Swasta,KP. PASIR HANDAP RT.01 RW.14,Pagerwangi,Lembang,-6.842700000000,107.636600000000,66,37,103,4,1
SMP GLOBAL NUSANTARA,69961051,SMP,Swasta,JL. GA MANULANG NO.226,Jayamekar,Padalarang,-6.851000000000,107.470300000000,8,5,13,5,1
SMP HARAPAN BANGSA,20252886,SMP,Swasta,Jl. Raya Cililin No 1 Nyalindung,Singajaya,Cihampelas,-6.960310000000,107.448893000000,15,7,22,5,1
SMP HARAPAN CIBITUNG RONGGA,20252493,SMP,Swasta,Kp. Bojonglame Rt.02/ Rw.03 Cibitung,Cibitung,Rongga,-6.936800000000,107.298600000000,84,84,168,7,1
SMP ISLAM AL HIJRAH,70012028,SMP,Swasta,Jl. Andir RT.03 RW.15,Padalarang,Padalarang,-6.838500000000,107.471800000000,76,56,132,9,3
SMP ISLAM INFORMATIKA DAAR AL IMAN,70063915,SMP,Swasta,Jl. Raya Batujajar Puspa Regency Blok C No. 91 RT. 003 RW. 009,,Batujajar,.000000000000,.000000000000,0,0,0,null,null
SMP ISLAM MULTI INTELIGENSI TASDIQUL QURAN,69985402,SMP,Swasta,Jl. Cihanjuang No.34,Cihanjuang,Parongpong,-6.860672000000,107.567344000000,28,46,74,3,4
SMP ISLAM NURUL FIKRI BOARDING SCHOOL LEMBANG,20269792,SMP,Swasta,Jl. Raya Maribaya Timur,Cibodas,Lembang,-6.823000000000,107.673900000000,109,61,170,20,4
SMP ISLAM NURUL HUDA,69987121,SMP,Swasta,JL. WARUGA JAYA NO. 104 RT 04 RW 11,Ciwaruga,Parongpong,-6.855800000000,107.579300000000,70,41,111,8,1
SMP ISLAM NURUSSAADAH SAGULING,69961852,SMP,Swasta,KP. CIKERTI,SAGULING,Saguling,-6.906800000000,107.372500000000,22,15,37,8,7
SMP ISLAM PLUS AL HASAN,70025663,SMP,Swasta,Jl. Raya Purwakarta No. 219 Ciawitali RT.004 Rw.003,Mandalasari,Cikalongwetan,.000000000000,.000000000000,54,50,104,6,3
SMP ISLAM TERPADU DAARUL FIKRI,20271615,SMP,Swasta,Komp. Cibaligo Permai Jl. Daarul Fikri No. 2,Cihanjuang,Parongpong,-6.857000000000,107.571100000000,16,12,28,3,2
SMP ISLAM TERPADU DARUL HIKAM,70043396,SMP,Swasta,KAMPUNG CISURUPAN RT 002 RW 009,Sumurbandung,Cipatat,-6.796600000000,107.421000000000,30,28,58,4,0
SMP ISLAM TERPADU GENERASI KREATIF,70042459,SMP,Swasta,Jl. Al-Falah No. 20 RT. 007 RW. 016,Batujajar Barat,Batujajar,.001500000000,.000400000000,51,44,95,5,2
SMP ISLAM TERPADU INSAN MANDIRI,70001449,SMP,Swasta,JL. RAYA PURWAKARTA KP.WARGASALUYU RT 03 RW 015,Cisomang Barat,Cikalongwetan,-6.723200000000,107.455000000000,73,33,106,10,3
SMP ISLAMIC BOARDING SCHOOL AL-MAARIF NURHIDAYAH,70030716,SMP,Swasta,Kp. Pondok RT. 004 RW. 004,Pasirlangu,Cisarua,.000000000000,.000000000000,87,84,171,14,3
SMP ISTIQOMAH CILILIN,20227664,SMP,Swasta,Jl. Rancapanggung No 1 Rt 2 Rw 8,Rancapanggung,Cililin,-6.982300000000,107.427800000000,3,4,7,6,1
SMP IT AL FATIH RONGGA,69989081,SMP,Swasta,Kp. Kubang RT 03 RW 18,Sukaresmi,Rongga,-6.954859700000,107.293976800000,69,78,147,7,2
SMP IT AL MUBAROK,69824904,SMP,Swasta,KP. NYAMPAY RT.01 RW.06,Langensari,Lembang,-6.829882000000,107.654913000000,52,35,87,10,1
SMP IT AL-ISTIQOMAH,70031422,SMP,Swasta,Kp. Babakan RT.004 RW.005,Cijambu,Cipongkor,-6.930900000000,107.331800000000,81,80,161,5,2
SMP IT AL-MASHDUQIYAH,70041639,SMP,Swasta,Kp. Cibalok RT. 001 RW. 004,Citalem,Cipongkor,-6.948600000000,107.386200000000,15,29,44,6,3
SMP IT AL-MUBAROK PANGAUBAN,70057251,SMP,Swasta,Kp. Cibodas Rt 01/08,Pangauban,Batujajar,.000000000000,.000000000000,0,0,0,3,1
SMP IT AL-QOHHARIYYAH GUNUNGHALU,41880357,SMP,Swasta,JL. CIBODAS RT.01/14,Bunijaya,Gununghalu,-7.017800000000,107.251000000000,61,61,122,12,5
SMP IT AN-NAZMIN,70036849,SMP,Swasta,Kp. Rancabentang No. 54 Rt. 02 Rw. 22,Rajamandala Kulon,Cipatat,.000000000000,.000000000000,32,39,71,4,3
SMP IT Assholahuddin,70056512,SMP,Swasta,Kp. Bojongtangkalak RT. 003 RW. 003,Sindangkerta,Sindangkerta,.000000000000,.000000000000,0,0,0,7,3
SMP IT BAITURAHMAN GUNUNGHALU,69989082,SMP,Swasta,Kp. Jajaway RT.03 RW.01 Gununghalu,Sirnajaya,Gununghalu,-7.019075700000,107.297479800000,45,22,67,6,2
SMP IT BAITURRAHMAN CISARUA,69961854,SMP,Swasta,KP. PESANTREN,Tugumukti,Cisarua,-6.806200000000,107.542000000000,62,59,121,11,3
SMP IT BUSTANUL ARIFIN,70053683,SMP,Swasta,Kp. Sukamanah RT. 001 RW. 003,Cicangkang Girang,Sindangkerta,.000000000000,.000000000000,34,18,52,3,1
SMP IT BUSTANUL MAARIF,69973598,SMP,Swasta,JL AMD MANUNGGAL 50 KP PASIRMUNCANG RT.02 RW.01,Cintaasih,Cipongkor,-6.953500000000,107.318200000000,66,60,126,8,3
SMP IT DAARUL ADZKIA,69933840,SMP,Swasta,Kp. Selakuning RT.03 RW.02,Mekarjaya,Cikalongwetan,-6.778100000000,107.489100000000,108,105,213,11,1
SMP IT FITHRAH INSANI,20254252,SMP,Swasta,Jl. H. Ghofur No. 10,Cimareme,Ngamprah,-6.864600000000,107.521700000000,326,364,690,37,12
SMP IT FITHRAH INSANI 4,70034108,SMP,Swasta,Jl. G.A Manulang No. 41 Rt. 005 Rw. 006,Jayamekar,Padalarang,.000000000000,.000000000000,70,90,160,8,5
SMP IT GEMILANG MUTAFANNIN,69815382,SMP,Swasta,JL. RAYA CIMAREME NO. 256,Cimareme,Ngamprah,-6.862500000000,107.503800000000,56,26,82,4,2
SMP IT GLOBAL SOLUSI INDONESIA,70057664,SMP,Swasta,Jl. Raya Batujajar No. 180 RT. 001 RW. 001,Selacau,Batujajar,.000000000000,.000000000000,0,0,0,null,null
SMP IT HIDAYATUL MUSTOFA,70042458,SMP,Swasta,Kp. Tambakan RT. 004 RW. 004,Cihampelas,Cihampelas,6.939400000000,107.502900000000,10,2,12,4,1
SMP IT IBNU KHALDUN,69950747,SMP,Swasta,JL. BUNI ASIH RT.03 RW.10,Langensari,Lembang,-6.827000000000,107.638500000000,181,189,370,19,3
SMP IT MADINATUL ULUM,69966325,SMP,Swasta,Jl. Karyawangi No.69 RT.01 RW.05,Karyawangi,Parongpong,-6.816800000000,107.582500000000,27,34,61,6,1
SMP IT MADINATUL ULUM AL-FATAH,70026772,SMP,Swasta,Kp. Kutalaksana Rt. 002 Rw. 002,Mandalawangi,Cipatat,.001900000000,-.000200000000,57,72,129,4,2
SMP IT NURUL IMAM,69943091,SMP,Swasta,JL. CIHANJUANG KP. CISINTOK RT.04 RW.04,Cihanjuang,Parongpong,-6.853076800000,107.572728400000,53,53,106,9,1
SMP IT ROJAUL HUDA,70039573,SMP,Swasta,Kp. Tegalega RT. 002 RW. 016,Batulayang,Cililin,-6.962400000000,107.447200000000,23,16,39,14,1
SMP KAHURIPAN LEMBANG,20227680,SMP,Swasta,Jl. Kolonel Masturi No. 55,Cikahuripan,Lembang,-6.817000000000,107.603800000000,120,126,246,9,3
SMP KAMPOENG QURAN CENDEKIA,70062370,SMP,Swasta,Jl. Cihanjuang-Cibaligo No. 165,Cihanjuang,Parongpong,.000000000000,.000000000000,0,0,0,null,null
SMP KARYA PRESTASI MANDIRI PADALARANG,20279913,SMP,Swasta,Jl. Safir I (Graha Padalarang Indah ) Kec. Padalarang – Kab. Bandung Barat 40553,Padalarang,Padalarang,-6.842900000000,107.473600000000,25,9,34,3,3
SMP KI HAJAR DEWANTARA,69957222,SMP,Swasta,KP. PASIR IPIS RT.02/06,Jayagiri,Lembang,-6.801764000000,107.617689000000,14,14,28,0,1
SMP KP 1 CIPONGKOR,20252881,SMP,Swasta,Jl. PLTA Saguling No 22,Mekarsari,Cipongkor,-6.947900000000,107.329000000000,34,34,68,9,3
SMP KP 2 CIPONGKOR,20252579,SMP,Swasta,Jl.desa Idt No 50,Cibenda,Cipongkor,-6.947900000000,107.329000000000,63,56,119,7,1
SMP KP MASWATI,20227674,SMP,Swasta,Jl. Perkebunan Maswati RT 03 RW 07,Kanangasari,Cikalongwetan,-6.761700000000,107.407100000000,69,68,137,10,1
SMP KRIDA UTAMA PADALARANG,20227684,SMP,Swasta,Jalan Gedong V Komplek Gedong X,Kertamulya,Padalarang,-6.844400000000,107.492500000000,569,584,1153,35,4
SMP LGBP SINDANGKERTA,20279905,SMP,Swasta,JLN.PONDOK PESANTREN PALAHAN KM.1 RT.03 RW.08,Pasirpogor,Sindangkerta,-6.976000000000,107.392800000000,110,88,198,7,1
SMP LUHUR BALADIKA BATUJAJAR,69978349,SMP,Swasta,JL. SELACAU NO. 34,Selacau,Batujajar,-6.930900000000,107.503500000000,81,69,150,4,1
SMP MADANI,20227687,SMP,Swasta,Jl Nyalindung Kp. Cihurang Rt. 01 Rw. 04,Singajaya,Cihampelas,-6.951700000000,107.479700000000,116,106,222,9,5
